vid,bid,date,billState,subject,state
CA_20150AB116899INT,CA_201520160AB1168,2015-02-27,Introduced,"Peace officers: basic training requirements.",CA
CA_20150AB11696CHP,CA_201520160AB116,2015-06-24,Chaptered,"Budget Act of 2014: augmentation.",CA
CA_20150AB11697ENR,CA_201520160AB116,2015-06-15,Enrolled,"Budget Act of 2014: augmentation.",CA
CA_20150AB11698AMD,CA_201520160AB116,2015-06-11,"Amended Senate","Budget Act of 2014: augmentation.",CA
CA_20150AB116994AMD,CA_201520160AB1169,2016-08-09,"Amended Senate","Economic development: Capital Access Loan Program.",CA
CA_20150AB116995AMD,CA_201520160AB1169,2015-09-04,"Amended Senate"," Strategic Growth Council: state funding signs.",CA
CA_20150AB116996AMD,CA_201520160AB1169,2015-08-17,"Amended Senate"," Strategic Growth Council: state funding signs.",CA
CA_20150AB116997AMD,CA_201520160AB1169,2015-04-20,"Amended Assembly"," Strategic Growth Council: state funding signs.",CA
CA_20150AB116998AMD,CA_201520160AB1169,2015-03-26,"Amended Assembly"," Strategic Growth Council: state funding signs.",CA
CA_20150AB116999INT,CA_201520160AB1169,2015-02-27,Introduced,"Submerged lands.",CA
CA_20150AB11699INT,CA_201520160AB116,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB117099INT,CA_201520160AB1170,2015-02-27,Introduced,"Workers’ compensation.",CA
CA_20150AB117194CHP,CA_201520160AB1171,2015-10-01,Chaptered,"Construction Manager/General Contractor method: regional transportation agencies: projects on expressways.",CA
CA_20150AB117195ENR,CA_201520160AB1171,2015-08-18,Enrolled,"Construction Manager/General Contractor method: regional transportation agencies: projects on expressways.",CA
CA_20150AB117196AMD,CA_201520160AB1171,2015-06-19,"Amended Senate","Construction Manager/General Contractor method: regional transportation agencies: projects on expressways.",CA
CA_20150AB117197AMD,CA_201520160AB1171,2015-04-21,"Amended Assembly","Construction Manager/General Contractor method: regional transportation agencies: projects on expressways.",CA
CA_20150AB117198AMD,CA_201520160AB1171,2015-04-14,"Amended Assembly","Construction Manager/General Contractor method: regional transportation agencies: projects on expressways.",CA
CA_20150AB117199INT,CA_201520160AB1171,2015-02-27,Introduced,"Construction Manager/General Contractor method: regional transportation agencies: projects on expressways.",CA
CA_20150AB117297AMD,CA_201520160AB1172,2015-08-31,"Amended Senate","California cyber security.",CA
CA_20150AB117298AMD,CA_201520160AB1172,2015-07-02,"Amended Senate","California cyber security.",CA
CA_20150AB117299INT,CA_201520160AB1172,2015-02-27,Introduced,"California cyber security.",CA
CA_20150AB117398AMD,CA_201520160AB1173,2015-03-26,"Amended Assembly","Water equipment: backflow prevention devices testing: certification.",CA
CA_20150AB117399INT,CA_201520160AB1173,2015-02-27,Introduced,"Water equipment: backflow protection programs.",CA
CA_20150AB117492ENR,CA_201520160AB1174,2016-08-31,Enrolled,"Automotive Repair Act: violations: regulations: reports.",CA
CA_20150AB117493AMD,CA_201520160AB1174,2016-08-02,"Amended Senate","Automotive Repair Act: violations: regulations: reports.",CA
CA_20150AB117494AMD,CA_201520160AB1174,2016-06-20,"Amended Senate","Automotive Repair Act: violations: regulations: reports.",CA
CA_20150AB117495AMD,CA_201520160AB1174,2016-06-08,"Amended Senate","Automotive Repair Act: violations: regulations: reports.",CA
CA_20150AB117496AMD,CA_201520160AB1174,2016-03-07,"Amended Senate","Automotive Repair Act: violations: response.",CA
CA_20150AB117497AMD,CA_201520160AB1174,2016-01-04,"Amended Assembly","Healing arts: licensee records.",CA
CA_20150AB117498AMD,CA_201520160AB1174,2015-04-20,"Amended Assembly","Health research: women’s health.",CA
CA_20150AB117499INT,CA_201520160AB1174,2015-02-27,Introduced,"Women’s health.",CA
CA_20150AB117596CHP,CA_201520160AB1175,2015-08-12,Chaptered,"Bureau of Electronic and Appliance Repair, Home Furnishings, and Thermal Insulation. ",CA
CA_20150AB117597ENR,CA_201520160AB1175,2015-07-13,Enrolled,"Bureau of Electronic and Appliance Repair, Home Furnishings, and Thermal Insulation. ",CA
CA_20150AB117598AMD,CA_201520160AB1175,2015-04-14,"Amended Assembly","Bureau of Electronic and Appliance Repair, Home Furnishings, and Thermal Insulation. ",CA
CA_20150AB117599INT,CA_201520160AB1175,2015-02-27,Introduced,"Bureau of Electronic and Appliance Repair, Home Furnishings, and Thermal Insulation. ",CA
CA_20150AB117691ENR,CA_201520160AB1176,2016-07-01,Enrolled,"Theft: firearms.",CA
CA_20150AB117692AMD,CA_201520160AB1176,2016-06-30,"Amended Senate","Theft: firearms.",CA
CA_20150AB117693AMD,CA_201520160AB1176,2016-05-04,"Amended Senate","Theft: firearms.",CA
CA_20150AB117694AMD,CA_201520160AB1176,2015-08-18,"Amended Senate","Vehicular air pollution.",CA
CA_20150AB117695AMD,CA_201520160AB1176,2015-07-07,"Amended Senate","Vehicular air pollution.",CA
CA_20150AB117696AMD,CA_201520160AB1176,2015-06-01,"Amended Assembly","Vehicular air pollution.",CA
CA_20150AB117697AMD,CA_201520160AB1176,2015-04-23,"Amended Assembly","Vehicular air pollution.",CA
CA_20150AB117698AMD,CA_201520160AB1176,2015-04-20,"Amended Assembly","Vehicular air pollution.",CA
CA_20150AB117699INT,CA_201520160AB1176,2015-02-27,Introduced,"Vehicular air pollution.",CA
CA_20150AB117793CHP,CA_201520160AB1177,2015-10-09,Chaptered,"Primary care clinics: written transfer agreements.",CA
CA_20150AB117794ENR,CA_201520160AB1177,2015-09-14,Enrolled,"Primary care clinics: written transfer agreements.",CA
CA_20150AB117795AMD,CA_201520160AB1177,2015-09-04,"Amended Senate","Primary care clinics: written transfer agreements.",CA
CA_20150AB117796AMD,CA_201520160AB1177,2015-08-24,"Amended Senate","Primary care clinics: written transfer agreements.",CA
CA_20150AB117797AMD,CA_201520160AB1177,2015-07-16,"Amended Senate","Primary care clinics: written transfer agreements.",CA
CA_20150AB117798AMD,CA_201520160AB1177,2015-07-08,"Amended Senate","Primary care clinics: written transfer agreements.",CA
CA_20150AB117799INT,CA_201520160AB1177,2015-02-27,Introduced,"Primary care clinics: written transfer agreements.",CA
CA_20150AB117891CHP,CA_201520160AB1178,2015-10-06,Chaptered,"Vehicles: manufacturers and distributors.",CA
CA_20150AB117892ENR,CA_201520160AB1178,2015-09-14,Enrolled,"Vehicles: manufacturers and distributors.",CA
CA_20150AB117893AMD,CA_201520160AB1178,2015-09-04,"Amended Senate","Vehicles: manufacturers and distributors.",CA
CA_20150AB117894AMD,CA_201520160AB1178,2015-08-17,"Amended Senate","Vehicles: manufacturers and distributors.",CA
CA_20150AB117895AMD,CA_201520160AB1178,2015-07-16,"Amended Senate","Vehicles: manufacturers and distributors.",CA
CA_20150AB117896AMD,CA_201520160AB1178,2015-06-23,"Amended Senate","Vehicles: manufacturers and distributors.",CA
CA_20150AB117897AMD,CA_201520160AB1178,2015-06-02,"Amended Assembly","Vehicles: manufacturers and distributors.",CA
CA_20150AB117898AMD,CA_201520160AB1178,2015-03-26,"Amended Assembly","Vehicles: manufacturers and distributors.",CA
CA_20150AB117899INT,CA_201520160AB1178,2015-02-27,Introduced,"Vehicles: manufacturers and distributors.",CA
CA_20150AB11796CHP,CA_201520160AB117,2015-06-24,Chaptered,"Public resources.",CA
CA_20150AB11797ENR,CA_201520160AB117,2015-06-19,Enrolled,"Public resources.",CA
CA_20150AB11798AMD,CA_201520160AB117,2015-06-16,"Amended Senate","Public resources.",CA
CA_20150AB117999INT,CA_201520160AB1179,2015-02-27,Introduced,"California Global Warming Solutions Act of 2006: disadvantaged communities: report.",CA
CA_20150AB11799INT,CA_201520160AB117,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB118092CHP,CA_201520160AB1180,2016-09-09,Chaptered,"Rates and charges for water service: payment transaction fees.",CA
CA_20150AB118093ENR,CA_201520160AB1180,2016-08-23,Enrolled,"Rates and charges for water service: payment transaction fees.",CA
CA_20150AB118094AMD,CA_201520160AB1180,2016-08-08,"Amended Senate","Rates and charges for water service: payment transaction fees.",CA
CA_20150AB118095AMD,CA_201520160AB1180,2016-06-06,"Amended Senate","Rates and charges for water service: payment transaction fees.",CA
CA_20150AB118096AMD,CA_201520160AB1180,2016-01-13,"Amended Assembly","Rates and charges for water service: payment transaction fees.",CA
CA_20150AB118097AMD,CA_201520160AB1180,2016-01-04,"Amended Assembly","Rates and charges for water service: payment transaction fees.",CA
CA_20150AB118098AMD,CA_201520160AB1180,2015-04-09,"Amended Assembly","Rates and charges for electric, gas, and water service: credit or debit card payment.",CA
CA_20150AB118099INT,CA_201520160AB1180,2015-02-27,Introduced,"Rates and charges for electric, gas, and water service: credit or debit card payment.",CA
CA_20150AB118198AMD,CA_201520160AB1181,2015-03-26,"Amended Assembly","Career technical education.",CA
CA_20150AB118199INT,CA_201520160AB1181,2015-02-27,Introduced,"Adult education programs: qualification: federal Pell Grant Program.",CA
CA_20150AB118292CHP,CA_201520160AB1182,2015-10-10,Chaptered,"Secondhand goods: tangible personal property.",CA
CA_20150AB118293ENR,CA_201520160AB1182,2015-09-11,Enrolled,"Secondhand goods: tangible personal property.",CA
CA_20150AB118294AMD,CA_201520160AB1182,2015-09-03,"Amended Senate","Secondhand goods: tangible personal property.",CA
CA_20150AB118295AMD,CA_201520160AB1182,2015-08-18,"Amended Senate","Secondhand goods: tangible personal property.",CA
CA_20150AB118296AMD,CA_201520160AB1182,2015-05-05,"Amended Assembly","Secondhand goods: tangible personal property.",CA
CA_20150AB118297AMD,CA_201520160AB1182,2015-04-21,"Amended Assembly","Secondhand goods: tangible personal property.",CA
CA_20150AB118298AMD,CA_201520160AB1182,2015-03-26,"Amended Assembly","Secondhand goods: tangible personal property.",CA
CA_20150AB118299INT,CA_201520160AB1182,2015-02-27,Introduced,"Physicians and surgeons: licensure.",CA
CA_20150AB118399INT,CA_201520160AB1183,2015-02-27,Introduced,"Sales and use taxes: deficiencies: judgment of dissolution of marriage.",CA
CA_20150AB118498AMD,CA_201520160AB1184,2015-03-26,"Amended Assembly","School employees: San Jose Unified School District.",CA
CA_20150AB118499INT,CA_201520160AB1184,2015-02-27,Introduced,"School employees: San Jose Unified School District.",CA
CA_20150AB118593CHP,CA_201520160AB1185,2015-10-11,Chaptered,"Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118594ENR,CA_201520160AB1185,2015-09-08,Enrolled,"Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118595AMD,CA_201520160AB1185,2015-08-31,"Amended Senate","Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118596AMD,CA_201520160AB1185,2015-07-01,"Amended Senate","Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118597AMD,CA_201520160AB1185,2015-05-20,"Amended Assembly","Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118598AMD,CA_201520160AB1185,2015-05-06,"Amended Assembly","Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118599INT,CA_201520160AB1185,2015-02-27,Introduced,"Los Angeles Unified School District: best value procurement: pilot program. ",CA
CA_20150AB118699INT,CA_201520160AB1186,2015-02-27,Introduced,Bribery.,CA
CA_20150AB118799INT,CA_201520160AB1187,2015-02-27,Introduced,"Limited liability companies.",CA
CA_20150AB118897AMD,CA_201520160AB1188,2015-09-04,"Amended Senate","Importation or sale of endangered animals.",CA
CA_20150AB118898AMD,CA_201520160AB1188,2015-09-01,"Amended Senate","Importation or sale of endangered animals.",CA
CA_20150AB118899INT,CA_201520160AB1188,2015-02-27,Introduced,"Gambling: key employee.",CA
CA_20150AB11896CHP,CA_201520160AB118,2016-04-20,Chaptered,"Hazardous substances: cleanup: Exide Technologies facility.",CA
CA_20150AB11897ENR,CA_201520160AB118,2016-04-15,Enrolled,"Hazardous substances: cleanup: Exide Technologies facility.",CA
CA_20150AB11898AMD,CA_201520160AB118,2016-04-05,"Amended Senate","Hazardous substances: cleanup: Exide Technologies facility.",CA
CA_20150AB118997AMD,CA_201520160AB1189,2015-09-11,"Amended Assembly","Department of Alcoholic Beverage Control: special on-sale general license: for-profit theater.",CA
CA_20150AB118998AMD,CA_201520160AB1189,2015-04-06,"Amended Assembly","Department of Alcoholic Beverage Control: report. ",CA
CA_20150AB118999INT,CA_201520160AB1189,2015-02-27,Introduced,"Alcoholic beverages: tied-house restrictions: advertising. ",CA
CA_20150AB11899INT,CA_201520160AB118,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB119099INT,CA_201520160AB1190,2015-02-27,Introduced,"Public employees: retirement: elections.",CA
CA_20150AB119195CHP,CA_201520160AB1191,2015-09-08,Chaptered,"Quimby Act: fees. ",CA
CA_20150AB119196ENR,CA_201520160AB1191,2015-08-18,Enrolled,"Quimby Act: fees. ",CA
CA_20150AB119197AMD,CA_201520160AB1191,2015-06-24,"Amended Senate","Quimby Act: fees. ",CA
CA_20150AB119198AMD,CA_201520160AB1191,2015-05-18,"Amended Assembly","Quimby Act: fees. ",CA
CA_20150AB119199INT,CA_201520160AB1191,2015-02-27,Introduced,"Quimby Act: fees. ",CA
CA_20150AB119297AMD,CA_201520160AB1192,2015-04-06,"Amended Assembly","Fair Information Practices Act.",CA
CA_20150AB119298AMD,CA_201520160AB1192,2015-03-26,"Amended Assembly","California Global Warming Solutions Act of 2006: very low carbon transportation fuels.",CA
CA_20150AB119299INT,CA_201520160AB1192,2015-02-27,Introduced,"Landscape irrigation equipment: performance standards and labeling requirements.",CA
CA_20150AB119398AMD,CA_201520160AB1193,2015-04-30,"Amended Assembly","Mental health services: assisted outpatient treatment.",CA
CA_20150AB119399INT,CA_201520160AB1193,2015-02-27,Introduced,"Mental health services: assisted outpatient treatment.",CA
CA_20150AB119494CHP,CA_201520160AB1194,2015-10-07,Chaptered,"Mental health: involuntary commitment.",CA
CA_20150AB119495ENR,CA_201520160AB1194,2015-09-11,Enrolled,"Mental health: involuntary commitment.",CA
CA_20150AB119496AMD,CA_201520160AB1194,2015-09-02,"Amended Senate","Mental health: involuntary commitment.",CA
CA_20150AB119497AMD,CA_201520160AB1194,2015-07-06,"Amended Senate","Mental health: involuntary commitment.",CA
CA_20150AB119498AMD,CA_201520160AB1194,2015-05-06,"Amended Assembly","Mental health: involuntary commitment.",CA
CA_20150AB119499INT,CA_201520160AB1194,2015-02-27,Introduced,"Mental health: involuntary commitment.",CA
CA_20150AB119597CHP,CA_201520160AB1195,2015-09-08,Chaptered,"California Debt Limit Allocation Committee: American Recovery and Reinvestment Act of 2009.",CA
CA_20150AB119598ENR,CA_201520160AB1195,2015-08-21,Enrolled,"California Debt Limit Allocation Committee: American Recovery and Reinvestment Act of 2009.",CA
CA_20150AB119599INT,CA_201520160AB1195,2015-02-27,Introduced,"California Debt Limit Allocation Committee: American Recovery and Reinvestment Act of 2009.",CA
CA_20150AB119698AMD,CA_201520160AB1196,2016-01-04,"Amended Assembly","Commission for Economic Development.",CA
CA_20150AB119699INT,CA_201520160AB1196,2015-02-27,Introduced,"Commission for Economic Development.",CA
CA_20150AB119793CHP,CA_201520160AB1197,2015-09-28,Chaptered,"Deposition notices.",CA
CA_20150AB119794ENR,CA_201520160AB1197,2015-08-31,Enrolled,"Deposition notices.",CA
CA_20150AB119795AMD,CA_201520160AB1197,2015-07-15,"Amended Senate","Deposition notices.",CA
CA_20150AB119796AMD,CA_201520160AB1197,2015-06-23,"Amended Senate","Deposition notices.",CA
CA_20150AB119797AMD,CA_201520160AB1197,2015-04-16,"Amended Assembly","Deposition notices.",CA
CA_20150AB119798AMD,CA_201520160AB1197,2015-04-06,"Amended Assembly","Deposition notices.",CA
CA_20150AB119799INT,CA_201520160AB1197,2015-02-27,Introduced,"Depositions: officers.",CA
CA_20150AB119895ENR,CA_201520160AB1198,2016-08-30,Enrolled,"School facilities: California School Finance Authority: California Credit Enhancement Program.",CA
CA_20150AB119896AMD,CA_201520160AB1198,2015-08-18,"Amended Senate","School facilities: California School Finance Authority: California Credit Enhancement Program.",CA
CA_20150AB119897AMD,CA_201520160AB1198,2015-05-06,"Amended Assembly","School facilities: California School Finance Authority: California Credit Enhancement Program.",CA
CA_20150AB119898AMD,CA_201520160AB1198,2015-03-26,"Amended Assembly","School facilities: California School Finance Authority: California Credit Enhancement Program.",CA
CA_20150AB119899INT,CA_201520160AB1198,2015-02-27,Introduced,"School facilities: California School Finance Authority: Credit Enhancement Program.",CA
CA_20150AB1198AMD,CA_201520160AB11,2015-03-11,"Amended Assembly","Employment: paid sick days: in-home supportive services.",CA
CA_20150AB11996CHP,CA_201520160AB119,2015-06-24,Chaptered,"Public health: Medi-Cal: nursing facilities.",CA
CA_20150AB11997ENR,CA_201520160AB119,2015-06-15,Enrolled,"Public health: Medi-Cal: nursing facilities.",CA
CA_20150AB11998AMD,CA_201520160AB119,2015-06-11,"Amended Senate","Public health: Medi-Cal: nursing facilities.",CA
CA_20150AB119999INT,CA_201520160AB1199,2015-02-27,Introduced,"Income taxes: credits: motion pictures. ",CA
CA_20150AB11999INT,CA_201520160AB119,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB1199INT,CA_201520160AB11,2014-12-01,Introduced,"Employment: paid sick days: in-home supportive services.",CA
CA_20150AB120093ENR,CA_201520160AB1200,2016-05-03,Enrolled,"Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120094AMD,CA_201520160AB1200,2016-02-10,"Amended Senate","Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120095AMD,CA_201520160AB1200,2015-08-26,"Amended Senate","Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120096AMD,CA_201520160AB1200,2015-06-30,"Amended Senate","Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120097AMD,CA_201520160AB1200,2015-05-19,"Amended Assembly","Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120098AMD,CA_201520160AB1200,2015-04-07,"Amended Assembly","Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120099INT,CA_201520160AB1200,2015-02-27,Introduced,"Political Reform Act of 1974: lobbying: procurement contracts.",CA
CA_20150AB120193AMD,CA_201520160AB1201,2015-08-17,"Amended Senate","Fish and wildlife: Sacramento-San Joaquin Delta: predation by nonnative species.",CA
CA_20150AB120194AMD,CA_201520160AB1201,2015-07-16,"Amended Senate","Fish and wildlife: Sacramento-San Joaquin Delta: predation by nonnative species.",CA
CA_20150AB120195AMD,CA_201520160AB1201,2015-07-07,"Amended Senate","Fish and wildlife: Sacramento-San Joaquin Delta: predation by nonnative species.",CA
CA_20150AB120196AMD,CA_201520160AB1201,2015-06-02,"Amended Assembly","Fish and wildlife: Sacramento-San Joaquin Delta: predation by nonnative species.",CA
CA_20150AB120197AMD,CA_201520160AB1201,2015-04-22,"Amended Assembly","Fish and wildlife: Sacramento-San Joaquin Delta: predation by nonnative species.",CA
CA_20150AB120198AMD,CA_201520160AB1201,2015-03-26,"Amended Assembly","Delta Stewardship Council.",CA
CA_20150AB120199INT,CA_201520160AB1201,2015-02-27,Introduced,"Water quality.",CA
CA_20150AB120298AMD,CA_201520160AB1202,2015-05-05,"Amended Assembly","Fire prevention fee: fee reduction.",CA
CA_20150AB120299INT,CA_201520160AB1202,2015-02-27,Introduced,"Fire prevention fee: fee reduction.",CA
CA_20150AB120398AMD,CA_201520160AB1203,2015-04-06,"Amended Assembly","Office of Emergency Services: property insurance surcharge.",CA
CA_20150AB120399INT,CA_201520160AB1203,2015-02-27,Introduced,"Office of Emergency Services: Fire Fighter Apprenticeship Program: training: crude oil spills.",CA
CA_20150AB120494CHP,CA_201520160AB1204,2015-10-02,Chaptered,"Instructional Quality Commission: membership: pupil members.",CA
CA_20150AB120495ENR,CA_201520160AB1204,2015-09-11,Enrolled,"Instructional Quality Commission: membership: pupil members.",CA
CA_20150AB120496AMD,CA_201520160AB1204,2015-09-02,"Amended Senate","Instructional Quality Commission: membership: pupil members.",CA
CA_20150AB120497AMD,CA_201520160AB1204,2015-05-04,"Amended Assembly","Instructional Quality Commission: membership: pupil members.",CA
CA_20150AB120498AMD,CA_201520160AB1204,2015-04-07,"Amended Assembly","Instructional Quality Commission: membership: pupil members.",CA
CA_20150AB120499INT,CA_201520160AB1204,2015-02-27,Introduced,"Instructional Quality Commission: membership: pupil members.",CA
CA_20150AB120594AMD,CA_201520160AB1205,2016-06-20,"Amended Senate","Hazardous waste: facilities permitting.",CA
CA_20150AB120595AMD,CA_201520160AB1205,2015-07-16,"Amended Senate","The California River Revitalization and Greenway Development Act of 2015.",CA
CA_20150AB120596AMD,CA_201520160AB1205,2015-05-05,"Amended Assembly","The California River Revitalization and Greenway Development Act of 2015.",CA
CA_20150AB120597AMD,CA_201520160AB1205,2015-04-08,"Amended Assembly","The California River Revitalization and Greenway Development Act of 2015.",CA
CA_20150AB120598AMD,CA_201520160AB1205,2015-03-26,"Amended Assembly","Park access.",CA
CA_20150AB120599INT,CA_201520160AB1205,2015-02-27,Introduced,"Park access.",CA
CA_20150AB120698AMD,CA_201520160AB1206,2015-04-15,"Amended Assembly","School accountability: local control and accountability plans: California Collaborative for Educational Excellence. ",CA
CA_20150AB120699INT,CA_201520160AB1206,2015-02-27,Introduced,"School accountability: local control and accountability plans: California Collaborative for Educational Excellence. ",CA
CA_20150AB120794CHP,CA_201520160AB1207,2015-10-01,Chaptered,"Mandated child abuse reporting: child day care personnel: training.",CA
CA_20150AB120795ENR,CA_201520160AB1207,2015-09-16,Enrolled,"Mandated child abuse reporting: child day care personnel: training.",CA
CA_20150AB120796AMD,CA_201520160AB1207,2015-09-04,"Amended Senate","Mandated child abuse reporting: child day care personnel: training.",CA
CA_20150AB120797AMD,CA_201520160AB1207,2015-08-31,"Amended Senate","Mandated child abuse reporting: child day care personnel: training.",CA
CA_20150AB120798AMD,CA_201520160AB1207,2015-06-10,"Amended Senate","Mandated child abuse reporting: child day care personnel: training.",CA
CA_20150AB120799INT,CA_201520160AB1207,2015-02-27,Introduced,"Mandated child abuse reporting: child day care licensees: training.",CA
CA_20150AB120898AMD,CA_201520160AB1208,2015-03-26,"Amended Assembly","Specialty contractors: automatic fire extinguisher systems: license exemption.",CA
CA_20150AB120899INT,CA_201520160AB1208,2015-02-27,Introduced,"Specialty contractors.",CA
CA_20150AB12096CHP,CA_201520160AB120,2016-04-29,Chaptered,"Budget Act of 2015.",CA
CA_20150AB12097ENR,CA_201520160AB120,2016-04-28,Enrolled,"Budget Act of 2015.",CA
CA_20150AB12098AMD,CA_201520160AB120,2016-04-21,"Amended Senate","Budget Act of 2015.",CA
CA_20150AB120999INT,CA_201520160AB1209,2015-02-27,Introduced,"Corporation taxes.",CA
CA_20150AB12099INT,CA_201520160AB120,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB121099INT,CA_201520160AB1210,2015-02-27,Introduced,"Personal income tax.",CA
CA_20150AB121194CHP,CA_201520160AB1211,2015-10-04,Chaptered,"Health care facilities: congregate living health facility. ",CA
CA_20150AB121195ENR,CA_201520160AB1211,2015-09-03,Enrolled,"Health care facilities: congregate living health facility. ",CA
CA_20150AB121196AMD,CA_201520160AB1211,2015-08-19,"Amended Senate","Health care facilities: congregate living health facility. ",CA
CA_20150AB121197AMD,CA_201520160AB1211,2015-05-28,"Amended Senate","Health care facilities: congregate living health facility. ",CA
CA_20150AB121198AMD,CA_201520160AB1211,2015-03-24,"Amended Assembly","Health care facilities: congregate living health facility. ",CA
CA_20150AB121199INT,CA_201520160AB1211,2015-02-27,Introduced,"Residential care facilities for the elderly: ",CA
CA_20150AB121299INT,CA_201520160AB1212,2015-02-27,Introduced,"Postsecondary education: Student Freedom of Association Act.",CA
CA_20150AB121399INT,CA_201520160AB1213,2015-02-27,Introduced,"Offender Global Positioning System Database.",CA
CA_20150AB121499INT,CA_201520160AB1214,2015-02-27,Introduced,"Probation sentencing report: good cause continuance.",CA
CA_20150AB121598AMD,CA_201520160AB1215,2015-03-26,"Amended Assembly"," California Open Data Standard.",CA
CA_20150AB121599INT,CA_201520160AB1215,2015-02-27,Introduced,"Open government.",CA
CA_20150AB121697AMD,CA_201520160AB1216,2016-05-31,"Amended Senate","Limitations on cost sharing: family coverage.",CA
CA_20150AB121698AMD,CA_201520160AB1216,2015-05-14,"Amended Assembly","Medi-Cal: plan amendments and waiver applications.",CA
CA_20150AB121699INT,CA_201520160AB1216,2015-02-27,Introduced,"Medi-Cal: plan amendments and waiver applications.",CA
CA_20150AB121794CHP,CA_201520160AB1217,2016-09-23,Chaptered,"Orange County Fire Authority.",CA
CA_20150AB121795ENR,CA_201520160AB1217,2016-08-23,Enrolled,"Orange County Fire Authority.",CA
CA_20150AB121796AMD,CA_201520160AB1217,2016-08-02,"Amended Senate","Orange County Fire Authority.",CA
CA_20150AB121797AMD,CA_201520160AB1217,2016-06-23,"Amended Senate","Orange County Fire Authority.",CA
CA_20150AB121798AMD,CA_201520160AB1217,2015-06-09,"Amended Senate","Orange County Fire Authority.",CA
CA_20150AB121799INT,CA_201520160AB1217,2015-02-27,Introduced,"Orange County Fire Authority.",CA
CA_20150AB121896AMD,CA_201520160AB1218,2015-07-07,"Amended Senate","Public contracts: disabled veteran business enterprise.",CA
CA_20150AB121897AMD,CA_201520160AB1218,2015-04-23,"Amended Assembly","Public contracts: disabled veteran business enterprise.",CA
CA_20150AB121898AMD,CA_201520160AB1218,2015-04-14,"Amended Assembly","Public contracts: disabled veteran business enterprise.",CA
CA_20150AB121899INT,CA_201520160AB1218,2015-02-27,Introduced,"Public contracts: disabled veteran business enterprise.",CA
CA_20150AB121999INT,CA_201520160AB1219,2015-02-27,Introduced,"California Cancer Task Force.",CA
CA_20150AB12199INT,CA_201520160AB121,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB122099INT,CA_201520160AB1220,2015-02-27,Introduced,"Transient occupancy taxes: residential short-term rentals units.",CA
CA_20150AB122197AMD,CA_201520160AB1221,2016-01-04,"Amended Assembly","Pupil assessment: California Assessment of Student Performance and Progress.",CA
CA_20150AB122198AMD,CA_201520160AB1221,2015-03-26,"Amended Assembly","Charter schools: operations: instruction with partnership entities.",CA
CA_20150AB122199INT,CA_201520160AB1221,2015-02-27,Introduced,"State Board of Education.",CA
CA_20150AB122294CHP,CA_201520160AB1222,2015-09-21,Chaptered,"Tow trucks.",CA
CA_20150AB122295ENR,CA_201520160AB1222,2015-08-26,Enrolled,"Tow trucks.",CA
CA_20150AB122296AMD,CA_201520160AB1222,2015-06-23,"Amended Senate","Tow trucks.",CA
CA_20150AB122297AMD,CA_201520160AB1222,2015-04-29,"Amended Assembly","Tow trucks.",CA
CA_20150AB122298AMD,CA_201520160AB1222,2015-04-06,"Amended Assembly","Tow trucks.",CA
CA_20150AB122299INT,CA_201520160AB1222,2015-02-27,Introduced,"Tow trucks.",CA
CA_20150AB122393CHP,CA_201520160AB1223,2015-09-30,Chaptered,"Emergency medical services: ambulance transportation.",CA
CA_20150AB122394ENR,CA_201520160AB1223,2015-09-04,Enrolled,"Emergency medical services: ambulance transportation.",CA
CA_20150AB122395AMD,CA_201520160AB1223,2015-06-30,"Amended Senate","Emergency medical services: ambulance transportation.",CA
CA_20150AB122396AMD,CA_201520160AB1223,2015-05-14,"Amended Assembly","Emergency medical services: ambulance transportation.",CA
CA_20150AB122397AMD,CA_201520160AB1223,2015-05-05,"Amended Assembly","Emergency medical services: ambulance transportation.",CA
CA_20150AB122398AMD,CA_201520160AB1223,2015-04-14,"Amended Assembly","Emergency medical services: noncritical cases.",CA
CA_20150AB122399INT,CA_201520160AB1223,2015-02-27,Introduced,"Emergency medical services: noncritical cases.",CA
CA_20150AB122499INT,CA_201520160AB1224,2015-02-27,Introduced,"Postsecondary education: Cal Grant awards.",CA
