uid,text,time,endTime,type,alignment,state
12277,"Absolutely. This is a proposal in the budget. CSU has expressed interest - Cal Poly Ponoma has expressed interest in this property that is adjacent, but there are actually may other state interests in that property and CSU at this time has agreed to accommodate those, but we do agree with you that, you know, it is a critical, important area and property, and we do actually have other agencies in the state that have also some interest in co-locating some facilities given the proximity to the freeway and other things. Yes, we would be happy to continue to have discussions about how the reuse of this land can go forward.",747,803,Testimony,Indeterminate,CA
12301,"Okay, thank you. I also had another question regarding the apprenticeship program. You spoke real briefly on that in your opening remarks. I would like to thank the governor for adding that additional funding for the apprenticeship programs. Also, last year I did carry bill AB1797, which was requiring the workforce investment board to identify job training opportunity programs in health care related industries and fields. So, with that, I was just wondering does the governor's proposal also expand that to healthcare related programs as well?",803,836,Discussion,Indeterminate,CA
12313,"Of the $29 million that's allocated for increased funding for apprenticeships, $15 million is your mark of really those new apprenticeship programs. So, yes, I mean I think health care would be one of the areas that would certainly be a good category, along with other green technology jobs and other emerging careers.",836,858,Testimony,Indeterminate,CA
12325,"Okay then. Speaking of the apprenticeship programs, Madame Chair if I may, there is a nice article in today's Sac Bee regarding apprenticeship programs and it was kind of unique to have the story and we're talking about it today. I would encourage everybody if they haven't read the Sac Bee, this front page. If I can just read a quote off that, Madam Chair. It says that "a program offers a way out of poverty and trouble." I think that hits home with a lot of folks throughout the state of California. As we move forward with that I want to thank you and the governor and let's see how we can really help some folks out there in their time of need.",858,894,Discussion,Indeterminate,CA
12341,"Thank you Madame Chair. I had a question about addressing long-term liabilities. As you know, during the recession the state of California took out title 12 loans from the federal government to cover and shore up our unemployment insurance system. Those loans are supposed to be repaid within 2 years. We failed to repay those loans, and every year that goes by, every employer in the state of California consequently must pay a penalty to the federal government in recommence for the state's failure to repay those loans. This year, in 2015, the penalty for every employer in the state of California will be over $100 per employee. What I find particularly onerous about this is that this penalty has nothing to do with whether or not they've been good corporate citizens, has nothing to do with whether or not they laid off employees or laid off nobody. Every employer in our state is going to have to pay this penalty, and we are only one of 7 states in the United States that forces our employers to pay this penalty. Only 2 states pay a higher penalty rate, and this is just going to become worse and worse of a problem because the penalty goes up with every year that goes by. We're 6 years into it now. Several years from now, every employer will pay over $200 per employee. My question is why is not one of the long-term liabilities that we're choosing to address? And what's our plan for addressing it?",896,983,Discussion,Indeterminate,CA
12377,"Kristin Shelton, Department of Finance. This liability, while the state has been paying the interest payment out of the general fund predominantly, is really a liability that is an employer responsibility to fund the unemployment insurance program, and to avoid not being able to pay UI benefits, the state government was able to borrow from the federal government. It's really a broader responsibility of employers.",983,1009,Testimony,Indeterminate,CA
12389,"Okay. So, what I heard you say was the state is paying the interest, but we're not planning to repay the principle because it's viewed as an employer responsibility.",1009,1017,Discussion,Indeterminate,CA
12393,"Right. So, in lieu of repaying or coming up with a plan that would address the solvency of the unemployment insurance program, essentially the state is incurring, the employers are incurring that for the tax credit reduction each year. That partially does address the solvency. It's kind of action through some in action because it's an automatic impact to all employers.",1017,1041,Testimony,Indeterminate,CA
12403,"Okay. I mean I actually dispute that characterization of it, and the reason I dispute it is because if you look at where that liability came from it came, as a result of the states and the federal government's decision to extend those unemployment benefits during the recession, and employers in our state we gave them no say in whether or not those benefits were extended. I fear that if we look in the future, I think, the projections I've seen the debt won't be paid until 2019, If you look at the penalty that all these employers are going to be paying at that point it's going to be incredibly onerous. It's just taking money out of our economy. I would really like to see us get that addressed. Thank you Madame Chair.",1041,1077,Discussion,Against_unless_amend,CA
12419,"Thank you. Mr. Bigelow?",1077,1084,Discussion,Indeterminate,CA
12421,"Thank you Madame Chair. First of all, I would like to  start of by just saying congratulations to the chair and the vice chair. Your appointment to this prestigious committee, and maybe my condolences a little bit because of the workload that this committee has, but because of your leadership we're going to do just fine. Both of you are going to make a really good team. I'm glad that you're both there. I just want to start off by saying thank you for accepting the responsibilities.",1084,1114,Discussion,Indeterminate,CA
12435,"You know what I said last night? That applies you too.",1114,1119,Discussion,Indeterminate,CA
12437,"Yes, ma'am. Going on - but it's appropriate to say thank you to you. Also, I would like to say thank you to the governor for the direction that he's taken this budget this year and it goes in a lot of positive ways. Some ways that we're all still grappling with, you know, trying to find the real meaning and end result of what would be occurring here.",1119,1141,Discussion,Indeterminate,CA
12449,"As my fellow member over here talked about the trial court funding; clearly, we understand there's  $180 million in here, but really we boil it down to the $90 million out of the general fund that's really underwriting what's happening here because you've got $90 (million) that's covering every day costs. Can you explain those costs? They keep rising how and my fellow member really grappled with this as well: how do we get a handle on those rising costs so that we can stay within the bounds, so that we can meet the needs of our under-funded courts and over challenged courts with the workload that they can't meet?",1141,1188,Discussion,Indeterminate,CA
12469,"Yes, so last May revision  the administration put forward a 2 year funding stability plan for the trial courts. This included a 5% growth in in both the current year and then another 5%  growth in the budget year for trial court operations, but, also a significant shift in the policy of  the state and covering the costs associated with employees related to health care and pensions that are really out of the control of the trial courts. But because we do not bargain with their employees, that bargaining is still happening locally,  the policies that were put forward in last year's budget were that the courts had to move towards implementing PEPRA, the the pension reforms that the state has implemented over the last several years.",1188,1251,Testimony,Indeterminate,CA
12495,"Since that time, many local trial courts have moved towards implementing PEPRA with their local employees to really put those costs on A more sustainable trajectory going forward, but health care costs, which is a major component of the growing increasing costs, are something that many of them are in the PERS system and, you know, these are issues that we're struggling with as well at the state, which is why we've put forward a proposal to address the long-term liabilities, but also to really look at the cost structure of the states employee health benefit structure and something we want to work with PERS on.",1251,1290,Testimony,Indeterminate,CA
12513,"There's also another component of funding stabilization plan including doing some back filling of the fees. Over the recession, the state shifted a significant portion of funding from the general fund to a fee base. Fees have continued to decline, fees and penalties that are paid to the courts, and with that that's caused additional instability for the courts funding. Our proposal is to provide a general fund back bill to the reasonable amount of the reduction and fees overtime.",1290,1333,Testimony,Indeterminate,CA
12531,"Thank you very much. One follow-up and I have two other subject matters, very quickly Madame Chair. The point of the follow-up is: is there an analysis that has taken place or will take place to understand when the court transition from local government managing it to the courts themselves managing it, what that growth in the cost operations really amounted to? Because it seems like there seems to have been a real growth spurt in the cost during that transition. So it might be something worth going back and taking a look at when we transition from this separating courts from local counties to the judicial system managing it themselves.",1333,1383,Discussion,Indeterminate,CA
12549,"Yeah, I'd have to go back and look at the numbers. I mean the big shift was really, you know, a shift from a funding consolidation. The state is really now the primary funding stream for the local trial courts. The counties provide the maintenance of effort, but that was really the big shift. I would have to go back and look at what you're seeing in the numbers in terms of increased costs, but...",1383,1409,Testimony,Indeterminate,CA
12561,"Got it. Going quickly on, jumping back to two areas: career technical education. Can you elaborate on the $250 million career tech proposal? And how this will preserve the career tech educational system? And will these programs, which are very successful, be funded beyond the 3 years?",1409,1433,Discussion,Indeterminate,CA
12571,"This is a proposal in recognition that career technical education programs are expensive and do often require the purchase of expensive equipment. The $250 million incentive grant proposal is a a competitive grant proposal. The recipients of the grant would be required to match dollar for dollar with their local monies, and also have a plan for sustaining the program after the 3 years. The idea is that this money is really seed money, an infusion of money, to really provide an agent for change, to build a new program, to renovate or upgrade a new program, but the whole point of the local control funding formula is that there really should be, you know, a local control and local emphasis on successful programs, programs that are doing a good job of getting people the skills they need to find good jobs if that's their career path. Or the skills they need to move on to higher education. Our vision for this program is a short-term infusion of money to really build up the programs, but that they would be sustained by the underlying growth of proposition 98 over time.",1433,1517,Testimony,Indeterminate,CA
12609,"Okay, and I thank you for that response. I appreciate it, but I also recognize that the career technical program had its own statute guarantee level of funding and that seems to be changed, that being a very successful program. At some point, with many of these schools looking at different venues of direction now make a way. This is where some of the students, who don't go on to the higher education, really get their basis for the success in life and don't wind up on the street and on our unemployment runs. Thanks for the response. I will go on to the next question because I don't want to belabor.",1517,1559,Discussion,Indeterminate,CA
12627,"I really was encouraged to deal with the local fares, a little area that I happen to have had some passion with, but I tie that with catastrophic event centers who have had years, and decades maybe even, of deferred maintenance. I was really wondering; you talked about $66 billion in deferred maintenance not even in the budget. Those are dollars that normally are planned into the budget cycle of projects that didn't get done so they fall off the radar screen. Why are we planning for that deferred maintenance to get done, so we take care of the things that we own? Such as our catastrophic event centers, which by the way is where everyone goes during these serious events, like I've suffered the people in my district have suffered, to have to go to their local fair grounds or wherever those centers may be.",1559,1618,Discussion,Indeterminate,CA
12651,"Deferred maintenance is definitely an issue that weighs heavy on our minds about our long-term liabilities. There was proposal last year to provide $200 million for deferred maintenance that we were not able to get any additional investment in this current year, but we did put additional money again in this budget, $125 million, specifically for state infrastructure, including UC and CSU, and there is $7 million for the fair infrastructure, which are state properties. I think some people don't realize that, but the local fair properties are state properties. There is significant deferred maintenance on those properties. Also in our prisons also, also at our parks, around the state. So, it's a daunting issue and problem that we have to face and I think my best response is that we are continuing to chip away at it and address the most critical issues as they come.",1618,1681,Testimony,Indeterminate,CA
12679,"I would say chipping away is a good way to characterize it for a behemoth issue that's growing and growing and a liability that maybe some day bit us very severely if we don't address it. So thank you Madame Chair for the opportunity to discuss this.",1681,1697,Discussion,Indeterminate,CA
12685,"Thank you Mr. Bigelow. Ms. Campos?",1697,1701,Discussion,Indeterminate,CA
12687,"Thank you Madame Chair. There's been a lot of discussion and I appreciate the comments that you all made around the rainy day fund, and as we move forward and we think about the fact that we with the passage of Prop 2 passing that we have a solid rainy day fund. As we move forward and think about whether we should increase that at the expense of addressing some of these issues that will get people back to work and continue to build our communities to the level where they can sustain themselves, and the communities that I'm talking about are the communities that are poor in resources. When I listen to the conversation and look at the budget, we're taking them in silos. We're talking about addressing poverty and income equality, we're talking about public safety we're talking about education. Just to add to one of the questions that Mr. Mullin brought up about the redevelopment that's also creating infrastructure in underserved communities. I know that that  component being removed, we think about addressing poverty and income equality, you also have to talk about infrastructures within communities that are poor in resources.",1701,1784,Discussion,Indeterminate,CA
12723,"I just wanted to lay out the bigger picture because I think that as I look at the budget, I think that it addresses a lot of important issues, but the bigger picture of how we're going to really address poverty within communities that are poor in resources still leaves the gap. When we talk about and we look at numbers of having 1.3 million unemployed Californians and we looked at 1.2 billion in funding for coordinating workforce development system, we still have not connected the two or the different components on how that's going to be done. When we ask the question of unmet labor demand, how are you going to determine that? I don't think that's very clear in this budget. So that's just one of my questions and I know that's a loaded question, but I'd like to understand from the governor's perspective because it's not clear in the budget is how is he going to address all of those and how are you connecting them?",1784,1851,Discussion,Indeterminate,CA
12751,"Sure. I do want to just clarify something you said at the beginning at about a choice about saving for a rainy day fund, and really the voters made that choice for the state this past November with the passage of proposition 2 because the constitution now requires that we put aside 1.5% plus any capital gains revenues when they get to be above 8% of total revenues. That transfer to the rainy day fund is not a choice that was the budgetary choice that we made in this January budget, but was actually let...",1851,1890,Testimony,Indeterminate,CA
12767,"So let me be clear, I think I wasn't clear. That I understand and LO8 talked about that we could add more so that we have even a healthier one if there is...I am talking about the extra money that we may have above that that we could either put in the rainy fund or we could use towards the other picture of making sure the communities that are underserved and are poor in resources could actually benefit from that. That's what I am talking about. So, thank you for allowing me to clarify that.",1890,1920,Discussion,Indeterminate,CA
12781,"I mean I think our proposal on workforce development, especially the additional new money for $500 million per adult education, I mean I think the intent is to get and those monies to communities that are low-income communities, areas where there's a lot of unemployment and a need for training to find match-up with the jobs that are available in that region. You know, that is one aspect of our proposal to try and really help low income communities. The other is the local control funding formula that it's putting more money into those schools that are in a low-income communities. This was really a major reorientation in how we distribute the states Prop 98 funding for schools. Those are a few of the areas where we're doing as much as we can to try and address those issues of inequality and poverty.",1920,1996,Testimony,Indeterminate,CA
12809,"Madam Chair, just another follow-up regarding child care, that's the subtitle, but child investment development. I think when my colleagues brought this up, and I think the beauty about being one of the last speakers is that you get to follow-up on some of the questions and let the governor know that this is a priority for quite a few members that serve in the assembly. When we talk about investing in K-12 there's also a huge movement in what we're doing to invest in 1-4/1-5, so that by the time they get to K that they're ready to move forward. Mother of a six-year-old, who is in a public school setting, in a very diverse community where you have families that are diverse, not only in ethnicity, but social economics. You get to witness it first-hand in the development of our children. I think that until we understand that it is important to invest K-12, but if we're not investing and continue to make sure that there are there are funds available for children or their slots that continue to increase and that we're making a bold statement that our children are the priority so that they have the same opportunity as kids that live in other parts of the states, or other parts of our communities, where they don't have those challenges because they just have a different lifestyle. I think that no matter - I mean we can throw money, but unless we make a bold statement and say that we're not going to put a number on our slots, but we're really going to try to make sure that every child has the opportunity to be ready for K or pre K. Thank you.",1996,2126,Discussion,Indeterminate,CA
12865,"Thank you. Mr. Chiu.",2126,2133,Discussion,Indeterminate,CA
12867,"Thank you Madam Chair. The question I have involves both infrastructure and income inequality implications. The governor mentioned in his economic outlook that housing growth has slowed, at the same time, housing prices have increased significantly around the state. We all know that California is the second least affordable state in the country, many parts of the state including my district, are in the midst of significant affordable housing crises. I appreciate the governor's dedication of some Cap and Trade funding this year to the sustainable communities program, but wanted to ask if the administration has started to look at longer-term strategies for our state to address serious housing affordability challenges?",2133,2175,Discussion,Indeterminate,CA
12885,"Housing affordability is certainly a very big challenge in many parts of the state, especially in the San Francisco Bay Area as you mention. We did have some investments just this last year of $200 million to try and an address some of those issues, but these are these are very monumental and large issues. I saw a figure about some affordable housing being built in San Francisco which was $500,000 per unit - the cost. So, this is obviously something that you could put a lot of money into, and you would not even really make a very large dent in the problem. It's a very big issue. Last year in our CalWORKS final budget we were able to allocate   I think around $30 million to help with critical housing and security of those individuals on the CalWORKS program, but housing and security and affordable housing are big issues that we're being faced with. Part of it has to do with all the people that would like to live here. It is a big issue, I will recognize it, but, you know, don't have a silver bullet solution for it.",2175,2271,Testimony,Indeterminate,CA
12923,"So there isn't an effort at this time to discuss long-term strategies?",2271,2276,Discussion,Indeterminate,CA
12925,"It's something that we continue to discuss, but I think the big issue is what can the state afford, and right now our budget is precariously balanced as it is. Significant new ongoing programs for any additional programs just can't be sustained in our current revenue structure.",2276,2298,Discussion,Indeterminate,CA
12937,"You mention the $200 million going from Cap and Trade to this area. Our city alone has lost about a $100 million a year if you combine what happened after redevelopment, plus the end of Prop 1C funding from the infrastructure bonds in 2006. Just our city alone for one year could certainly use half of that and of course, you know, from our perspective we appreciate that, but the scale of the problem is significant and I know not one that is limited just to the Bay Area. We're hearing all up and down the state that this is an issues. So, hopefully we'll have an opportunity to have more of a conversation with this with colleagues and the administration. Thank you Madame Chair.",2298,2336,Discussion,Indeterminate,CA
12955,"Thank you. Mr. O'Donnell.",2336,2340,Discussion,Indeterminate,CA
12957,"Thank you Madame Chair. I will be efficient because I know we're getting along here. Just a couple comments then a question. With regard to the conversation Mr. Chavez cited, and I know Mr. McCarty is interested in child care versus child development, that's very important. I think the committee should divide those two topics because they are very different. Child development is very important and helps kids be successful in their out years once they're under the K-12 system. LCFF, I am very supportive of the governor's effort to fully fund that, so thank you. And thank you for not further micromanaging. With regard to the school facilities component of the budget, could you walk us through that? My take on that is it kind of leaves the locals alone going forward.",2341,2387,Discussion,Indeterminate,CA
12977,"Yes, we have a new framework that we have put forward on school facilities. The big-picture emphasis is really on following up on local control. Since locals can now pass bonds, with 55% of the voters for school facilities, the shift has already occurred. The state has provided a smaller share of bond monies for school facilities over the last decade. That has been in place. So, our proposals - we also think the current state program is very cumbersome, it's very centered in Sacramento, and it doesn't allow for the innovation and the flexibility that locals should have when they built their school facilities.",2387,2445,Testimony,Indeterminate,CA
13001,"We have three components for consideration that we would propose to increase local control. One is lifting or increasing the caps for bonded and indebtedness  for locals. The other is restructuring and rethinking the developer fees, and the third one...",2445,2472,Testimony,Indeterminate,CA
13011,"It's increasing the local capacity to self finance issue debt to increases those bond caps, to redo developer fees, and then there's an amount of money that school districts are required to set aside every year for deferred maintenance. We allow them more flexibility with that funding to use it for new construction, or in most cases, they're going to need to use it since the need for new construction, while there is still some need out there, it's much less. The real great need out there going forward is going to be on rehabilitating the existing infrastructure, rebuilding, and fixing current buildings.",2472,2525,Testimony,Indeterminate,CA
13033,"We do continue to envision a role for the state for those areas of the state that do not have as an ability to pay locally, low wealth areas of the state. So, there would be still a small program that would really be targeted to those to school districts that are in a very low wealth areas of the state.",2525,2549,Testimony,Indeterminate,CA
13041,"So just to clarify, if I may. Really what this proposal contemplates is going there would be no state match to local funds.",2549,2557,Discussion,Indeterminate,CA
13045,"No new state bonds.",2557,2561,Testimony,Indeterminate,CA
13047,"Right, which would be the match, typically.",2561,2563,Testimony,Indeterminate,CA
13049,"Thank you. I look forward to more conversation on this topic.",2564,2567,Discussion,Indeterminate,CA
13051,"Okay, great. Mr. Bonta, did you have a question?",2567,2570,Discussion,Indeterminate,CA
13053,"I did. A quick comment and a quick question. I just wanted to thank my colleagues who have uplifted and raised the issue of the need to continue to address income inequality and poverty in this year's budget, and also for specifically calling out the need for stronger early childhood education programs. I look forward to that discussion as we move forward. I did have a specific discussion or question on retiree health care costs. I know that was highlighted in the governor's proposed budget, but I also understand that the projections do not include funding for the employers component going forward. The question would be why didn't it? And maybe that's because they'll be some contract negotiations that will determine amounts. Secondly, what does the administration think about using Prop 2 funding to help support the employer's contribution as part of a shared responsibility approach?",2576,2623,Discussion,Indeterminate,CA
13073,"Yes, so we don't have a pre funding component in the budget because we also don't have any costs associated with forthcoming employee contracts. We do have four of our state employee contracts up early this next year, and we would anticipate having the conversation about pre funding at about a state share, an employee share, which we would envision a 50/50 sharing relationship of that pre-funding obligation. You know, we don't have it built into the budget, but that's where we would have the conversation. In terms of proposition 2, absolutely the retiree health care is an eligible debt and liability that is exactly the kind of thing that we would want to see be addressed with that required debt repayment.",2623,2674,Testimony,Indeterminate,CA
13097,"Okay. I think we have one last question from our vice chair, Ms. Melendez.",2674,2679,Discussion,Indeterminate,CA
13099,"Thank you, Madame Chair. Ms. Bosler you have done a fantastic job",2679,2683,Discussion,Indeterminate,CA
13101,"today fielding nearly all of the questions, so you get to take a break. Mr. Taylor, I have a question for you. So, we've had a lot of discussion today about the debts we have, the liabilities we have, my colleague Mr. Obernolte, made  a very good point about the unemployment insurance loan that we really need to pay back that's costing us a lot of money and I agree with him. We also have the retiree health benefits that we have to address. In the governor's budget proposal he recommends - he envisions - $3.4 billion in reserves. Given the fact that California is I think the 5th most volatile state with respect to the revenue, tell me what you envision an adequate level of reserves would be for a state of this size and a state has this much volatility in its revenue.",2683,2731,Discussion,Indeterminate,CA
13123,"I think longer term the proposition 2 designated a 10% maximum reserve for the BSA. I think that was very appropriate as sort of a minimum. In fact, I think if you took out the states that are very heavily oil dependent, like Texas or Alaska, North Dakota, I imagine we're probably the most volatile for our basic revenue structure. So, you need to think in terms of having a large reserve. I appreciate that as you've been building you have other needs trying to balance. In November, our report based on our estimates, we had a $4.2 billion reserve. Again, it just flows from the different way that we do the capital gains. I thought that would be a great starting point as I said earlier, but three four is not bad. I appreciate the different pressures that you have on you from various groups. I would hope that would be sort of a floor and that you would hope that maybe you could build on that because again a downturn is coming in the near future. We don't think it's next year. California is growing well, but things can happen and the more that you have the reserve, the less disruptive is to you in making these sort of terrible short-term budget adjustments.  you in making these sort of terrible short-term budget adjustments. thank you I want to think this",2731,2801,Testimony,Indeterminate,CA
13153,"Thank you.",2801,2804,Discussion,Indeterminate,CA
13155,"Thank you. I want to thank Ms. Bosler and Mr. Taylor for coming and fielding all the questions. You'll have an opportunity to see them a lot of during this process, them and their staff, in terms of the various subcommittees. Clearly from the conversations and the statements made, this is going to be a very lively conversation for the next 4 months 'til we get to May Revise, but that's a good thing for California and I really thank you for coming, thanks our members for being here, thank you for being timely. Melendez and I like to start and stop on time, if you noticed. We can promise you that if you're here we will try to make sure we keep the process rolling on time. Thanks so very much and thank you all for coming. The meeting is adjourned.",2804,2843,Discussion,Indeterminate,CA
13171,"January 21st, about 1:43 pm. I want to welcome the members of the senate rules committee as well as the staff. Madam Vice-Chair, you know Ms.Fuller, welcome, it's always good to see you. I want to welcome the guests as well as the members of the audience. Madam Secretary, I think we have a quorum, let's establish it. Please call the roll.",651,672,Discussion,Indeterminate,CA
13181,"Seenators Cannella. Here. Cannella here. Leyva. Mitchell. Here. Mitchell here. Fuller. Fuller here. De Leon. Present. De Leon here.",672,681,Author,Indeterminate,CA
13185,"Okay, we've established a quorum. We have two appointments that are before us today that are required to appear, two governors appointments. We're going to take the first appointment, that is Mr. Joe Javier who is being appointed by the governor to be the director of the department of rehabilitation. Let me correct that; not Joe Javier, but Joe Xavier. If I'm correct, right?",681,711,Author,Indeterminate,CA
13197,"Okay. Thank you very much. Mr. Xavier, I want to welcome you before the senate rules committee confirmation process. If you have any friends, colleagues, loved ones in the audience today please feel free to introduce them before you make your statement.",712,729,Discussion,Indeterminate,CA
13203,"Thank you Chairman De Leon.  Today, I have present with me my mother Theresa, my wife Terry, my three children Angie, Olivia, and Julian, as well as many other members of my family and members of my executive team.",729,743,Testimony,Indeterminate,CA
13209,"Well then welcome. Welcome to the California State Senate. You may precede.",743,747,Discussion,Indeterminate,CA
13211,"Chairman De Leon, members of the committee thank you. Let me start by thanking Governor Brown for appointing me the director of the Department of Rehabilitation, Secretary Dooley for
 supporting my nomination. I have over fourteen years of private business ownership, 16 years of working with the state's civil service,",747,765,Testimony,Indeterminate,CA
13217,"a number of those holding executive positions....by the department of rehabilitation... passion and commitment for advancing the opportunity of individuals",770,784,Testimony,Indeterminate,CA
13223,"with disabilities. Over thirty years of working, collaborating, and partnering with community organizations; this positions me to lead the department to advance the opportunity, the employment, the independence, and equality for Californians with disabilities. Thank you and I welcome the opportunity to answer any questions you have of me.",784,809,Testimony,Indeterminate,CA
13233,"Thank you very much, Mr. Xavier, and again thank you very much for introducing your wife, your three children, as well as your mother. I want to congratulate you too on some points made by the governor to head of the Department of Rehabilitation.",809,827,Discussion,Indeterminate,CA
13241,"I am just going to start off with the first question, Mr. Xavier. You have announced, obviously a very ambitious goal, which is the 20 by 20 - 20 at 20, I should say, by 20. Could you go in to a little detail of what this is? Have you started already? And if so, how's it going? If you haven't started, walk us through this process and what your expectations are.",827,852,Discussion,Indeterminate,CA
13251,"The vision for the Department of Rehabilitation is employment, independence, and equality for all of Californians with disabilities. When I was appointed director, I wanted to set a goal that stretched this into the future that causes us to think about and do a little more than what we were doing today. 20 by 20 a 20, is 20,000 individuals with disabilities competitively placed in employment each year at an average of $20 an hour by the year 2020. This will cause us to ask ourselves three key questions: (1) what is it that we're not doing that we need to be doing to be creative and innovative and come up with new solutions, new opportunities (2) what are the things that we are doing that we need to refine and do more of and (3) what are the things that we are doing that  do not contribute that we need to free up resources from?",852,906,Author,Indeterminate,CA
13279,"Today, we are placing 12,500 individuals into competitive employment and this goal will ensure that we build on the initiatives and the opportunities that we have taken over the last couple of years and stretch us into that future.",908,923,Author,Indeterminate,CA
13285,"Thank you very much, Mr. Xavier. I am going to open up questions or commentaries from the members of the rules committee. We will start with Ms. Mitchell.",923,933,Discussion,Indeterminate,CA
13289,"Thank you very much, Senator De Leon. Good afternoon, Mr. Xavier. Thank you very much for spending the time with me we did yesterday. I was very impressed. I appreciate the conversation we had about 20 20 by 20. One question I have, but I thought about it after you left. We talked about - you gave me a sense of kind of the universe because I wanted to know, you know, what effort it was going to take for you to get there and I wanted to know the entire universe of eligible customers in your department, you know. What do you think are the challenges, particularly we as legislators, need to know for you to reach your goal of 20 20 by 20? What do we need to remain mindful of?",933,980,Discussion,For,CA
13311,"Individuals with disabilities face a number of barriers that we work to overcome so that they can go and be competitively employed. An example of that would be the unemployment rate for individuals with disabilities is about 70%. The work force participation rate is also very high, but it's about 70% for individuals who are not disabled. However, for the individuals with disabilities it's about 20%. Individuals who acquire a disability have a number of issues that need to be address so are qualified professional rehabilitation counsellors work with individuals to address any counseling and guidance needs that they have in overcoming the barriers of their disability, as well as preparing them for employment.",980,1032,Author,Indeterminate,CA
13333,"Thank you. Senator De Leon, when we had our conversation yesterday and looking at Mr. Xavier's resume, I noticed that he was a private business for a number of years and then entered the state department in the mid 90s and, you know, I said what motivated you. He told me he'd been a consumer, but that he'd met this lovely lady in the early 90s, and they got married and that it took her six years to convince him to enter state service. I told him I was going to tip my hat to her today because clearly she had the vision. He may not have understood that he could be the director the program back in '98, but she clearly did. So, girl power. Congratulations to you on today's confirmation hearing. Those are all my questions. Thank you.",1032,1076,Discussion,For,CA
13351,"Thank you very much and that's a very very strong endorsement from Senator Holly Mitchell, no doubt about it. Senator Cannella?",1076,1082,Discussion,Indeterminate,CA
13353,"Yeah, I have no questions, just a few comments. I met with Mr. Xavier yesterday and I can't think of a better person to run the department. Obviously, he's a man who has a disability and has overcome it and certainly understands the services that the state can provide to the clients that now he serves, and I think that's important when you're dealing with this population that really has been neglected. I think there's a lot of work that we have to do to reach out to them and show them that, you know, they have great value and that they can provide great services and, you know, support and what we're trying to do in the state, so I think - very impressed with him. Also, he grew up in my district so hill mar augustine,  which alone is enough for me to vote for him, but , you know, this is department that has a great mission and I think he set a very ambitious goal, and I think it's a goal that we should do everything we can to meet.",1082,1133,Discussion,For,CA
13377,"Thank you very much, Mr. Cannella. Mr. Xavier, you obviously have a very strong woman who's visionary, geographics are working for you, you have a lot of things working on your side today. We will go to our vice chair, Ms. Fuller.",1133,1151,Discussion,Indeterminate,CA
13385,"We too had a very good conversation and I learned a lot of things from Joe, and I was very much impressed with his character, his perseverance and his example. I couldn't be more pleased to be nominating someone who has it all: who has the perseverance, the correct vision, very articulate in his goals, understands the handicaps that he's going to be advising people to overcome, understands their challenges and their benefits, and has a vision beyond what most of us would have for ourselves. With that, a little emotional, but I would just like ask him one question so he can tell us some good news about his department. That was I ask him what is the state's biggest challenge in meeting that federal standards of the vocational rehabilitation program, and I'd like to have you hear what he had to say about how we're doing with federal standards.",1151,1216,Discussion,For,CA
13411,"The Department of Rehabilitation the state of California does very well. We are at 58% of our success rate. Nationally, vocational rehabilitation is at 54%. The requirement is to be at 55%. In addition to doing well, with that standard indicator we are for the first-time in 10 years passing 5 of the 10 indicators. As I mentioned previously, when you consider the unemployment rate of individuals with disability as well as their participation in the work force we certainly know that we have a lot of work to do. The goal that I have set for the department will ensure that we focus on the right work, right initiatives to move us further in that direction, and we certainly would like to move California not just from 54 to 58 where we are above the national average, but frankly further than that and to 64. That means more lives have changed, more lives have the opportunity, more individuals with disabilities have had the opportunity to experience what I've had the opportunity to experience; meaningful employment, contribution to community, contribution to society.",1216,1289,Author,Indeterminate,CA
13445,"Thank you very much Ms. Fuller. Ms. Leyva?",1289,1295,Discussion,Indeterminate,CA
13447,"First, let me apologize for my tardiness. Mr. Xavier, I so enjoyed meeting with you yesterday and I will just add to a little bit of what everyone else has said. You are absolutely the right person for the job. I would just like to renew the commitment I made to you yesterday that if there's anything myself or my staff can do with your vision of educating people, that people with disabilities have something to offer, we would very much like to do that because I too believe that. I believe everyone has something to offer and everyone has value. Please let us help in any way and I'm very excited to vote yes for you.",1295,1327,Testimony,For,CA
13463,"Thank you.",1327,1334,Testimony,Indeterminate,CA
13465,"Thank you very much, Ms. Leyva. I will conclude this specific file item that we have before us, Mr. Xavier. Clearly you have impressed very much both the members as well as the staff. You are very inspirational, obviously not just to the blind community - the disabled community, but to all communities, and no doubt about it, you're inspirational to all individuals with challenges that they are beset with perseverance, you know, sometimes some luck and a bunch of other factors that you can overcome and make things happen. Trust me when I say that you motivate and inspired not just the disabled community, but the non-disabled community as well because you're proving that you are equal to all individuals and you are very inspirational. With that, colleagues, I would like to entertain a motion. We have... Before we do that, I know we have a lot of folks who have come up here who want to testify in support of Mr. Xavier. Why don't we start with that? Those who are in support of Mr. Xavier, come on up. We have a couple of microphones.",1334,1420,Discussion,Indeterminate,CA
